index,sample,fpl,SWB_2,FWBscore,FWB1_1,FWB1_2,FWB1_5,FWB2_3,FSscore,MANAGE1_1,MANAGE1_2,MANAGE1_3,SAVEHABIT,ENDSMEET,HOUSING,HOUSERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_5,PRODUSE_1,VOLATILITY,MATHARDSHIP_3,COLLECT,REJECTED_1,SHOCKS_8,MATERIALISM_3,HEALTH,PPEDUC,EMPLOY,agecat,generation,PPETHM,PPGENDER,PPINCIMP,PPMARIT,Util_cutoff_no_pay,Property taxes Mean,Mortgage interest and charges Mean,"Utilities, fuels, and public services Mean",Telephone services Mean,"Residential phone service, VOIP, and phone cards Mean",Cellular phone service Mean,Health insurance Mean,Education Mean
159,2,4,7,57,3,4,3,2,80,6,5,5,2,2,2,6,3,5,2,1,2,1,1,2,2,1,1,1,4,6,4,3,2,5,2,2,7,6,2,2055,3598,3932,1450,161,1289,3236,1469
161,2,4,8,64,5,5,4,2,86,4,4,2,3,2,2,8,4,6,2,1,2,1,1,4,2,1,1,1,2,4,6,9,8,2,2,3,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
162,2,4,5,45,3,3,5,3,43,6,3,5,3,3,2,5,3,7,2,2,2,1,1,2,2,9,1,1,4,3,3,5,5,3,2,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
163,3,4,6,55,3,5,4,3,57,6,6,6,6,3,2,7,4,5,2,1,2,1,1,2,2,1,1,1,3,5,6,9,7,3,2,3,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
165,3,3,7,76,5,5,3,2,65,6,6,6,7,2,2,2,2,8,2,1,2,1,1,2,2,1,1,1,2,5,3,9,7,3,2,3,3,3,2,1545,2558,4092,1413,197,1216,3444,1143
166,2,4,8,31,2,4,2,6,30,2,2,2,2,4,2,7,3,2,2,2,2,1,1,4,2,2,1,1,4,4,3,3,6,3,3,3,9,2,3,3687,2754,4249,1438,289,1149,3566,2370
167,2,4,5,71,5,6,2,2,61,6,5,6,7,2,2,2,2,8,2,2,2,1,1,2,2,1,1,1,2,5,6,3,4,4,2,2,10,5,2,2206,2286,3943,1332,197,1134,3669,1107
168,2,3,8,39,2,2,2,4,51,6,6,6,6,3,2,2,2,5,2,1,1,1,1,2,2,1,1,1,2,4,4,3,6,3,5,3,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
170,2,4,7,52,3,3,4,3,44,5,5,5,5,3,2,5,3,5,2,1,2,1,1,2,2,1,1,1,2,5,4,2,6,3,2,3,3,4,2,2055,3598,3932,1450,161,1289,3236,1469
171,2,4,7,70,5,5,3,2,63,6,6,6,7,2,2,6,4,8,2,2,2,2,1,2,2,1,1,1,4,5,5,9,9,2,2,3,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
172,2,4,4,46,4,5,6,3,70,6,5,2,7,3,2,5,4,4,2,1,2,2,1,3,2,1,1,1,5,4,4,3,5,4,3,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
173,3,4,8,44,4,4,4,3,42,6,4,6,5,3,2,4,2,4,2,1,2,2,1,2,2,1,1,1,6,5,6,9,8,3,2,2,9,5,2,2055,3598,3932,1450,161,1289,3236,1469
175,2,4,6,64,4,4,4,3,50,5,5,4,5,2,2,7,99,6,2,2,2,1,1,2,2,1,1,1,4,3,2,9,9,2,3,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
176,2,4,7,53,3,4,4,4,40,6,3,4,5,3,2,7,3,100,2,1,2,2,1,3,2,1,1,1,3,4,5,9,9,2,3,2,8,3,2,1545,2558,4092,1413,197,1216,3444,1143
177,2,4,5,56,4,3,4,4,44,5,5,5,5,2,2,4,2,5,2,2,2,2,1,3,2,1,1,1,4,4,4,3,6,3,2,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
179,3,4,7,59,4,4,4,3,60,6,6,6,7,3,2,0,0,6,2,2,2,2,1,3,2,1,1,2,3,4,3,5,9,2,2,3,5,3,2,2206,2286,3943,1332,197,1134,3669,1107
181,2,3,6,50,4,4,4,4,43,6,4,3,5,2,2,100,2,2,2,2,2,1,1,2,2,1,1,1,3,5,3,3,4,4,2,3,3,2,2,1545,2558,4092,1413,197,1216,3444,1143
182,2,4,8,61,4,6,6,2,70,6,5,3,6,2,2,4,3,4,2,2,2,1,1,2,2,1,1,1,2,5,3,3,4,4,2,2,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
183,3,4,7,63,4,4,3,2,47,6,4,6,5,3,2,2,100,7,2,2,2,2,1,2,2,1,1,1,4,4,4,9,9,2,2,2,6,2,2,2055,3598,3932,1450,161,1289,3236,1469
184,2,3,8,61,3,5,2,2,49,6,6,6,5,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,2,4,3,9,9,2,2,3,3,3,2,2206,2286,3943,1332,197,1134,3669,1107
185,2,4,5,56,5,4,4,3,47,4,2,5,5,4,2,8,4,3,1,1,1,2,1,3,3,1,1,1,5,5,6,3,3,5,4,2,8,2,3,1545,2558,4092,1413,197,1216,3444,1143
187,3,4,7,55,5,5,5,4,49,6,4,6,6,3,2,5,99,100,2,1,2,2,1,3,2,1,1,1,4,5,5,9,7,3,3,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
188,2,3,7,31,2,4,6,6,53,4,4,2,4,4,2,5,3,2,2,1,2,1,1,3,2,0,2,1,4,5,4,3,3,5,2,3,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
192,2,4,8,55,5,4,5,3,58,6,6,6,6,2,2,100,100,5,2,1,2,1,1,2,2,1,1,1,3,5,2,9,9,2,2,3,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
193,2,4,8,87,6,6,2,2,86,6,6,6,7,2,2,8,4,6,2,2,2,2,1,3,2,1,1,1,2,4,6,3,4,4,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
196,2,3,6,42,4,3,4,3,40,6,5,5,6,3,2,5,3,7,2,2,2,1,1,2,2,1,1,1,2,4,4,3,5,4,2,2,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
197,3,4,6,50,4,4,4,3,39,6,5,4,4,2,2,2,99,6,2,1,2,2,1,2,2,1,1,1,4,3,3,9,8,3,2,3,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
198,2,4,6,67,4,4,3,2,50,6,5,6,6,2,2,4,2,6,2,2,2,2,1,2,2,1,1,1,0,6,6,9,8,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
199,2,4,7,68,4,4,3,2,86,6,5,5,7,2,2,3,3,100,2,2,2,1,1,2,2,1,1,1,3,5,3,4,5,4,2,2,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
201,3,4,6,61,5,5,3,3,51,6,6,6,6,2,2,2,2,7,2,2,2,2,1,2,2,1,1,1,2,2,4,9,8,2,2,3,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
202,2,4,8,66,5,5,3,2,66,6,6,6,7,2,2,2,2,7,2,2,2,2,1,2,2,1,1,1,3,5,3,9,8,2,2,2,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
204,2,4,6,63,5,5,4,2,53,6,4,3,5,2,2,4,3,5,2,2,2,1,1,3,2,1,1,1,4,4,4,3,5,4,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
205,2,4,7,51,3,4,4,4,61,6,5,5,5,3,2,7,3,3,2,2,1,1,1,3,2,1,1,1,2,4,3,2,5,4,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
206,2,4,7,47,2,3,4,4,74,4,5,3,4,3,2,6,4,4,2,1,2,1,1,4,2,2,2,1,0,5,3,100,3,5,2,3,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
207,2,4,6,74,5,5,2,2,61,5,4,4,5,2,2,8,2,8,2,2,2,1,1,2,2,2,1,1,3,3,6,5,6,3,3,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
210,2,4,6,46,4,5,6,3,32,6,4,3,4,3,2,4,3,5,2,2,2,2,1,2,2,1,1,1,3,4,4,4,5,3,5,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
211,3,4,7,96,6,6,2,2,72,6,6,6,6,2,2,100,100,100,2,1,2,1,1,2,2,1,1,1,4,5,5,9,8,3,2,2,8,3,2,2055,3598,3932,1450,161,1289,3236,1469
215,2,4,8,50,4,6,3,3,66,6,5,5,7,2,2,5,3,3,2,2,2,1,1,2,2,1,2,1,2,5,5,3,3,5,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
216,2,4,7,66,5,5,3,2,59,6,4,6,7,2,2,8,3,7,2,2,2,2,1,2,2,1,1,1,4,5,3,3,5,4,2,3,9,5,2,2055,3598,3932,1450,161,1289,3236,1469
217,2,4,5,41,2,3,2,4,29,4,3,2,2,3,2,5,3,2,2,1,1,1,1,3,2,2,1,1,3,4,3,3,5,4,2,3,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
218,2,3,7,55,2,2,4,4,39,6,2,2,3,3,2,6,3,100,2,2,2,1,1,4,2,2,1,1,2,4,5,5,4,4,3,3,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
219,2,4,6,62,5,5,3,3,46,6,5,6,6,2,2,2,2,8,1,2,2,1,1,3,2,1,1,1,3,4,3,4,6,3,2,2,4,2,2,3687,2754,4249,1438,289,1149,3566,2370
221,2,4,6,63,4,5,5,3,47,6,5,4,7,2,2,6,4,7,2,2,2,1,1,2,2,1,1,1,4,4,6,3,6,3,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
222,2,4,7,75,5,6,6,2,61,6,6,6,7,2,2,2,100,8,2,1,2,2,1,2,2,1,1,1,4,5,3,9,9,2,2,3,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
223,2,4,6,27,2,3,6,6,50,6,6,4,3,3,2,4,3,4,2,1,2,1,1,2,2,1,1,1,3,5,4,9,8,2,2,3,5,4,2,1545,2558,4092,1413,197,1216,3444,1143
224,2,4,8,59,5,5,5,2,63,6,5,6,6,3,2,8,2,6,2,1,2,1,1,2,2,2,1,1,3,5,3,5,4,4,5,3,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
225,2,4,8,61,5,4,4,2,57,6,5,4,5,2,2,7,3,5,2,2,2,2,1,2,2,1,1,1,4,5,6,3,3,5,2,3,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
227,2,4,5,35,2,2,6,6,62,3,5,2,5,4,2,5,3,3,2,2,1,1,1,4,2,2,1,1,0,4,4,2,6,3,2,2,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
229,2,4,7,32,3,2,5,6,42,5,2,2,5,3,2,2,2,5,2,2,2,1,1,2,4,2,2,1,3,3,5,3,3,5,2,2,3,5,2,1545,2558,4092,1413,197,1216,3444,1143
232,3,4,8,66,5,4,3,3,44,6,4,6,5,2,2,5,2,7,2,1,2,1,1,2,2,1,1,1,3,5,6,9,9,2,2,2,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
234,2,4,4,44,4,4,5,6,40,5,5,5,6,4,2,5,3,5,2,2,2,2,1,2,2,1,1,1,3,4,5,3,6,3,2,3,6,5,2,2206,2286,3943,1332,197,1134,3669,1107
235,2,4,5,47,2,3,5,3,61,6,4,2,6,2,2,7,100,100,2,1,2,1,1,2,2,1,1,1,5,4,6,3,6,3,3,2,8,4,2,1545,2558,4092,1413,197,1216,3444,1143
236,2,4,8,57,3,5,4,3,45,6,4,6,7,3,2,6,3,5,2,2,2,1,1,2,2,1,1,1,3,5,4,4,5,4,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
238,2,4,7,61,5,4,4,2,48,6,2,5,6,2,2,8,4,6,2,2,2,2,1,2,2,1,1,1,5,5,5,4,3,5,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
239,2,4,8,50,4,4,4,4,58,5,5,2,6,3,2,2,2,4,2,1,1,1,1,2,2,1,2,1,2,4,4,3,3,5,3,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
240,2,4,7,52,5,4,4,3,43,4,4,4,4,2,2,5,3,5,2,1,2,1,1,2,3,9,1,1,4,4,4,3,3,5,5,2,7,2,3,1545,2558,4092,1413,197,1216,3444,1143
244,2,4,6,58,4,4,3,3,44,6,5,4,7,2,2,6,3,6,2,2,2,1,1,2,2,1,1,1,4,4,5,3,5,4,2,2,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
246,2,4,7,47,3,4,4,4,45,6,5,4,5,2,2,7,2,5,2,2,2,2,1,2,2,1,1,1,3,6,5,3,5,4,2,3,10,2,2,2206,2286,3943,1332,197,1134,3669,1107
249,2,4,8,60,4,5,3,4,60,6,5,5,6,2,2,6,3,5,2,2,2,1,1,2,2,1,1,1,2,4,6,2,6,3,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
250,2,4,7,69,6,5,3,3,67,6,5,6,7,2,2,2,2,6,2,2,2,1,1,4,2,1,1,1,3,5,6,2,5,4,2,3,10,2,2,2206,2286,3943,1332,197,1134,3669,1107
251,2,4,8,64,5,5,3,3,72,6,4,3,5,2,2,7,2,7,2,2,2,1,1,2,2,1,1,1,3,6,5,2,4,4,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
252,3,4,7,54,5,5,5,3,51,6,4,6,5,2,2,6,4,6,2,2,1,1,1,3,2,1,1,1,3,5,5,9,8,2,2,3,8,4,2,2055,3598,3932,1450,161,1289,3236,1469
253,2,4,4,66,5,4,3,2,72,6,6,6,6,2,2,6,3,8,2,2,2,2,1,2,2,1,1,1,5,5,4,3,5,3,2,2,10,2,2,2206,2286,3943,1332,197,1134,3669,1107
254,2,4,8,53,4,5,3,4,39,6,3,4,5,2,2,5,3,100,2,2,1,2,1,2,2,1,1,2,4,6,5,3,5,4,2,3,10,2,2,2206,2286,3943,1332,197,1134,3669,1107
255,2,4,8,79,6,6,4,2,86,6,6,6,7,2,2,5,3,7,2,2,2,2,1,2,2,1,1,1,2,5,5,3,3,5,2,2,9,6,2,2055,3598,3932,1450,161,1289,3236,1469
259,2,4,7,68,5,5,2,2,58,6,5,6,7,2,2,2,2,8,2,1,2,1,1,3,2,1,1,1,2,5,6,2,8,2,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
260,2,4,7,71,6,6,2,2,77,6,6,6,6,2,2,8,4,7,2,2,2,2,1,2,2,1,2,1,2,4,6,3,3,5,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
261,2,4,5,32,2,2,5,5,29,4,2,2,4,3,2,8,4,4,2,2,1,1,1,2,2,1,1,1,3,4,4,3,5,3,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
263,2,4,7,62,5,5,3,3,55,6,2,6,7,2,2,6,3,6,2,2,2,1,1,2,2,1,1,1,4,5,4,3,4,5,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
264,2,4,6,61,5,4,3,3,56,6,4,6,5,2,2,8,4,6,2,1,2,1,1,2,2,1,1,1,5,4,5,3,3,5,2,2,9,6,2,2055,3598,3932,1450,161,1289,3236,1469
266,2,4,7,75,4,5,3,2,57,6,6,4,7,2,2,5,3,7,2,2,2,2,1,2,2,1,1,1,3,5,4,9,7,3,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
270,2,4,5,59,4,5,4,3,46,6,5,3,5,2,2,8,99,100,2,1,2,2,1,2,2,1,1,1,3,5,4,3,4,4,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
272,2,2,6,39,2,4,4,4,52,6,6,2,4,3,2,2,99,2,1,1,1,1,1,3,2,1,1,1,4,4,2,2,5,3,2,2,2,5,3,1545,2558,4092,1413,197,1216,3444,1143
274,2,4,5,45,2,3,5,4,43,6,5,4,5,3,2,4,3,5,2,2,2,1,1,2,2,1,1,1,4,4,3,3,3,5,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
276,2,4,6,51,5,5,4,3,54,6,4,5,7,2,2,4,2,6,2,2,2,1,1,3,2,1,1,1,4,4,4,3,4,4,2,2,5,5,2,2206,2286,3943,1332,197,1134,3669,1107
277,2,4,5,53,5,3,4,3,41,6,5,5,5,2,2,2,2,7,2,2,2,2,1,2,2,1,1,1,3,4,3,9,9,2,2,2,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
280,2,4,7,87,5,6,2,2,57,6,5,6,7,2,2,2,2,7,2,2,2,2,1,2,2,2,1,1,4,3,6,9,9,2,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
281,2,4,5,76,5,5,2,2,49,6,6,6,6,2,2,2,2,8,2,1,2,2,1,4,2,1,1,1,3,4,6,9,7,3,2,3,6,5,2,1545,2558,4092,1413,197,1216,3444,1143
283,2,4,7,66,3,3,2,2,63,6,6,6,7,2,2,100,100,100,2,2,2,2,1,3,2,1,1,1,4,2,6,7,9,2,2,2,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
284,3,4,8,73,5,5,2,2,52,6,5,5,5,2,2,6,4,7,2,2,2,2,1,2,2,1,1,1,2,5,4,9,8,2,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
285,2,4,8,68,5,5,3,2,48,6,6,5,7,2,2,4,2,100,2,2,2,1,1,3,2,1,1,1,2,4,2,4,4,4,5,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
286,2,4,7,57,2,4,4,3,44,6,4,6,6,3,2,8,3,4,2,1,2,1,1,4,2,1,1,1,2,5,3,2,6,3,2,2,7,4,2,2055,3598,3932,1450,161,1289,3236,1469
290,2,4,7,72,5,5,2,2,56,6,6,6,6,2,2,100,100,100,2,2,2,1,1,2,2,1,1,1,2,5,4,9,7,3,2,3,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
292,2,4,6,50,4,4,4,4,43,4,4,4,6,2,2,6,3,7,1,1,1,1,1,2,2,1,1,1,4,4,4,2,4,4,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
293,2,4,8,63,6,5,3,3,52,6,4,6,6,2,2,7,4,8,2,2,2,1,1,3,2,1,1,1,5,5,5,3,4,4,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
294,2,4,7,79,6,5,2,2,76,6,6,6,7,2,2,2,2,8,2,2,2,2,1,3,2,1,1,1,2,5,6,9,6,3,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
295,3,4,7,86,6,6,2,2,56,6,2,6,7,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,2,5,5,9,7,3,2,3,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
296,3,4,8,63,5,5,3,3,56,6,6,4,6,2,2,5,2,6,2,2,2,2,1,2,2,1,1,1,4,5,4,9,7,3,2,2,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
297,2,4,4,24,2,2,6,3,53,6,4,2,2,4,2,5,3,5,2,2,2,1,1,3,2,2,2,1,3,4,4,5,3,5,2,3,5,2,2,2055,3598,3932,1450,161,1289,3236,1469
298,2,4,7,70,6,5,2,3,58,6,6,6,7,2,2,2,2,8,2,2,2,1,1,2,2,1,1,1,4,5,6,3,5,4,2,3,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
302,2,4,7,64,4,4,3,3,47,6,5,6,7,2,2,6,3,7,2,1,2,2,1,2,2,1,1,1,3,5,6,3,3,5,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
312,3,4,6,69,5,6,3,3,75,6,6,5,6,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,2,6,6,4,9,2,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
317,2,4,7,73,6,5,3,2,65,6,5,6,7,2,2,6,3,7,2,2,1,2,1,2,2,1,1,1,3,5,5,5,3,5,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
318,2,3,8,42,4,4,4,5,43,6,3,6,3,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,4,4,6,2,5,2,2,4,5,3,1545,2558,4092,1413,197,1216,3444,1143
319,2,4,8,62,5,5,3,2,57,6,6,6,7,2,2,8,99,8,2,1,2,1,1,2,2,1,1,1,4,5,5,3,3,5,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
320,2,4,5,49,4,4,4,3,47,6,5,6,6,3,2,2,2,6,2,2,2,2,1,2,2,1,1,1,2,4,3,9,7,3,2,3,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
321,2,4,7,67,5,5,2,2,83,6,5,6,7,2,2,8,4,6,2,1,2,1,1,3,2,1,1,1,5,5,5,3,3,5,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
323,2,4,5,53,5,4,4,3,48,6,4,6,6,2,2,8,4,8,2,1,2,1,1,4,2,1,1,1,3,4,6,2,5,4,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
328,2,4,7,66,3,3,3,2,40,6,6,6,4,2,2,6,3,100,2,1,1,1,1,3,2,1,1,1,2,5,2,5,5,4,5,3,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
330,3,4,6,45,2,3,4,3,46,6,5,2,4,3,2,2,2,4,2,2,2,1,1,3,2,1,1,1,2,3,3,9,7,3,2,3,6,2,2,3687,2754,4249,1438,289,1149,3566,2370
331,2,4,6,60,5,5,5,2,80,6,6,6,7,2,2,3,2,8,1,2,2,1,1,2,2,1,1,1,3,5,5,3,5,4,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
332,2,4,6,53,3,4,4,3,55,6,5,2,3,3,2,8,4,4,2,2,2,2,1,2,2,1,2,1,4,5,6,3,4,4,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
334,2,4,6,60,4,4,4,2,50,6,5,6,5,2,2,2,2,6,2,1,1,1,1,2,2,1,1,1,3,5,4,2,7,3,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
335,2,4,6,43,2,3,5,3,31,6,3,4,6,3,2,5,3,5,2,2,2,1,1,2,2,1,1,1,3,5,4,3,5,3,2,3,10,4,2,3687,2754,4249,1438,289,1149,3566,2370
336,2,4,6,59,5,4,3,2,60,6,6,6,5,2,2,5,3,6,2,2,2,1,1,2,2,1,1,1,3,5,5,3,3,5,2,2,9,5,2,1545,2558,4092,1413,197,1216,3444,1143
338,3,4,8,65,5,5,5,3,59,6,5,6,6,2,2,7,4,6,2,2,2,2,1,4,2,1,1,1,4,6,5,2,7,3,2,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
339,2,4,8,78,5,5,2,2,55,6,6,6,7,2,2,100,2,8,2,1,2,1,1,2,2,1,1,1,4,5,5,9,8,2,2,3,10,5,2,2055,3598,3932,1450,161,1289,3236,1469
341,2,3,6,47,3,4,5,3,56,6,5,6,5,2,2,5,3,6,2,2,2,1,1,2,2,1,1,1,2,4,3,5,3,5,2,3,6,2,2,3687,2754,4249,1438,289,1149,3566,2370
345,2,4,7,55,4,4,4,4,83,5,5,2,6,2,2,2,2,6,2,1,2,1,1,4,2,1,1,1,3,5,5,2,5,3,2,2,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
346,2,4,7,59,3,4,4,3,47,6,5,6,7,2,2,7,0,100,2,2,2,2,1,2,2,1,1,1,4,5,5,4,5,4,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
347,2,4,2,70,6,5,3,2,66,6,5,6,7,2,2,4,3,7,2,2,2,1,1,2,2,1,1,1,4,5,3,3,3,5,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
348,3,4,8,79,6,5,2,2,70,6,5,6,0,2,2,5,3,8,2,2,2,1,1,2,2,1,1,1,5,5,6,9,8,3,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
349,2,4,5,54,4,4,4,2,51,6,6,4,6,2,2,8,4,6,2,1,1,1,1,2,2,1,1,1,4,5,4,3,7,3,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
351,2,4,8,71,6,4,2,2,55,6,5,6,4,2,2,2,2,7,2,1,2,1,1,2,2,1,1,1,3,5,3,3,5,3,2,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
352,2,4,7,71,5,5,2,2,56,6,5,6,7,2,2,6,3,8,2,2,2,2,1,2,2,1,1,1,3,5,4,9,6,3,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
356,2,4,5,52,4,5,5,4,57,6,5,5,6,2,2,8,4,6,2,2,2,1,1,2,2,1,1,1,3,5,5,2,7,3,3,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
357,2,4,7,78,5,5,2,2,59,6,6,6,7,2,2,99,99,8,2,1,2,1,1,2,2,1,1,1,4,4,4,6,2,5,2,3,10,5,2,3687,2754,4249,1438,289,1149,3566,2370
358,2,4,8,68,5,5,3,2,53,6,5,6,5,2,2,6,4,6,2,2,2,2,1,2,2,1,1,1,2,5,5,3,7,3,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
359,2,4,8,40,5,6,5,5,57,5,5,5,6,3,2,8,4,2,2,2,2,1,1,2,3,1,1,1,3,6,6,3,3,5,2,2,10,2,3,2206,2286,3943,1332,197,1134,3669,1107
361,2,4,7,69,4,5,2,2,55,6,5,4,6,2,2,5,3,5,2,2,2,2,1,3,2,1,1,1,4,5,5,3,3,5,2,3,10,2,2,2206,2286,3943,1332,197,1134,3669,1107
362,2,4,7,73,6,5,2,2,79,6,2,6,7,2,2,2,2,7,2,2,2,1,1,2,2,1,1,1,3,4,4,3,6,3,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
363,2,4,7,75,5,5,2,2,86,6,5,6,7,2,2,7,3,6,2,2,2,2,1,2,2,1,1,1,3,5,4,3,5,4,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
367,2,4,8,53,3,4,4,4,60,2,2,2,0,3,2,5,3,2,1,2,2,1,1,2,2,1,1,1,4,5,6,3,4,4,2,2,8,5,2,2206,2286,3943,1332,197,1134,3669,1107
368,2,4,6,57,3,4,4,2,56,6,5,3,6,2,2,5,3,5,2,2,2,1,1,3,2,1,1,1,2,4,4,4,3,5,2,3,6,2,2,3687,2754,4249,1438,289,1149,3566,2370
371,2,4,5,57,3,3,3,3,44,6,4,3,5,2,2,5,3,4,2,2,2,1,1,3,2,1,1,1,4,4,5,3,3,5,2,3,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
372,2,3,6,58,4,4,4,2,43,6,6,6,5,2,2,7,4,6,2,1,2,2,1,2,2,1,1,1,4,5,6,4,8,2,2,3,3,3,2,2055,3598,3932,1450,161,1289,3236,1469
373,2,4,8,62,5,5,3,3,57,6,5,4,7,2,2,7,3,8,2,2,2,2,1,2,2,1,1,1,3,5,4,7,5,4,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
376,2,4,5,62,6,5,3,2,64,6,6,6,7,2,2,4,3,8,2,2,2,1,1,2,2,1,1,1,2,5,4,3,5,4,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
379,2,4,8,72,5,5,2,2,68,6,6,6,5,2,2,8,100,7,1,1,1,1,1,2,2,1,1,1,4,5,3,9,7,3,2,3,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
381,2,3,5,59,4,3,4,2,36,6,5,2,2,2,2,7,3,5,2,1,2,1,1,2,2,1,1,1,2,4,3,5,5,4,2,2,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
382,2,4,7,96,6,6,2,2,56,6,6,6,7,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,4,4,6,9,9,2,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
383,2,4,7,66,5,6,2,3,61,6,5,4,7,2,2,5,3,5,2,2,2,2,1,3,2,1,1,1,2,5,6,2,6,3,2,3,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
